index,date,country,province,confirmed,deaths,recovered
2707,2020-03-05,Canada,British Columbia,1.0,0.0,N/A
2708,2020-03-06,Canada,British Columbia,8.0,0.0,N/A
2709,2020-03-07,Canada,British Columbia,0.0,0.0,N/A
2710,2020-03-08,Canada,British Columbia,6.0,0.0,N/A
2711,2020-03-09,Canada,British Columbia,5.0,1.0,N/A
2712,2020-03-10,Canada,British Columbia,0.0,0.0,N/A
2713,2020-03-11,Canada,British Columbia,7.0,0.0,N/A
2714,2020-03-12,Canada,British Columbia,7.0,0.0,N/A
2715,2020-03-13,Canada,British Columbia,18.0,0.0,N/A
2716,2020-03-14,Canada,British Columbia,0.0,0.0,N/A
2717,2020-03-15,Canada,British Columbia,9.0,0.0,N/A
2718,2020-03-16,Canada,British Columbia,30.0,3.0,N/A
2719,2020-03-17,Canada,British Columbia,0.0,0.0,N/A
2720,2020-03-18,Canada,British Columbia,83.0,3.0,N/A
2721,2020-03-19,Canada,British Columbia,45.0,0.0,N/A
2722,2020-03-20,Canada,British Columbia,40.0,1.0,N/A
2723,2020-03-21,Canada,British Columbia,153.0,2.0,N/A
2724,2020-03-22,Canada,British Columbia,0.0,0.0,N/A
2725,2020-03-23,Canada,British Columbia,48.0,3.0,N/A
2726,2020-03-24,Canada,British Columbia,145.0,0.0,N/A
2727,2020-03-25,Canada,British Columbia,0.0,0.0,N/A
2728,2020-03-26,Canada,British Columbia,108.0,1.0,N/A
2729,2020-03-27,Canada,British Columbia,0.0,0.0,N/A
2730,2020-03-28,Canada,British Columbia,159.0,3.0,N/A
2731,2020-03-29,Canada,British Columbia,0.0,0.0,N/A
2732,2020-03-30,Canada,British Columbia,86.0,2.0,N/A
2733,2020-03-31,Canada,British Columbia,43.0,5.0,N/A
2734,2020-04-01,Canada,British Columbia,0.0,0.0,N/A
2735,2020-04-02,Canada,British Columbia,108.0,7.0,N/A
2736,2020-04-03,Canada,British Columbia,53.0,0.0,N/A
2737,2020-04-04,Canada,British Columbia,29.0,7.0,N/A
2738,2020-01-22,Canada,Grand Princess,0.0,0.0,N/A
2739,2020-01-23,Canada,Grand Princess,0.0,0.0,N/A
2740,2020-01-24,Canada,Grand Princess,0.0,0.0,N/A
2741,2020-01-25,Canada,Grand Princess,0.0,0.0,N/A
2742,2020-01-26,Canada,Grand Princess,0.0,0.0,N/A
2743,2020-01-27,Canada,Grand Princess,0.0,0.0,N/A
2744,2020-01-28,Canada,Grand Princess,0.0,0.0,N/A
2745,2020-01-29,Canada,Grand Princess,0.0,0.0,N/A
2746,2020-01-30,Canada,Grand Princess,0.0,0.0,N/A
2747,2020-01-31,Canada,Grand Princess,0.0,0.0,N/A
2748,2020-02-01,Canada,Grand Princess,0.0,0.0,N/A
2749,2020-02-02,Canada,Grand Princess,0.0,0.0,N/A
2750,2020-02-03,Canada,Grand Princess,0.0,0.0,N/A
2751,2020-02-04,Canada,Grand Princess,0.0,0.0,N/A
2752,2020-02-05,Canada,Grand Princess,0.0,0.0,N/A
2753,2020-02-06,Canada,Grand Princess,0.0,0.0,N/A
2754,2020-02-07,Canada,Grand Princess,0.0,0.0,N/A
2755,2020-02-08,Canada,Grand Princess,0.0,0.0,N/A
2756,2020-02-09,Canada,Grand Princess,0.0,0.0,N/A
2757,2020-02-10,Canada,Grand Princess,0.0,0.0,N/A
2758,2020-02-11,Canada,Grand Princess,0.0,0.0,N/A
2759,2020-02-12,Canada,Grand Princess,0.0,0.0,N/A
2760,2020-02-13,Canada,Grand Princess,0.0,0.0,N/A
2761,2020-02-14,Canada,Grand Princess,0.0,0.0,N/A
2762,2020-02-15,Canada,Grand Princess,0.0,0.0,N/A
2763,2020-02-16,Canada,Grand Princess,0.0,0.0,N/A
2764,2020-02-17,Canada,Grand Princess,0.0,0.0,N/A
2765,2020-02-18,Canada,Grand Princess,0.0,0.0,N/A
2766,2020-02-19,Canada,Grand Princess,0.0,0.0,N/A
2767,2020-02-20,Canada,Grand Princess,0.0,0.0,N/A
2768,2020-02-21,Canada,Grand Princess,0.0,0.0,N/A
2769,2020-02-22,Canada,Grand Princess,0.0,0.0,N/A
2770,2020-02-23,Canada,Grand Princess,0.0,0.0,N/A
2771,2020-02-24,Canada,Grand Princess,0.0,0.0,N/A
2772,2020-02-25,Canada,Grand Princess,0.0,0.0,N/A
2773,2020-02-26,Canada,Grand Princess,0.0,0.0,N/A
2774,2020-02-27,Canada,Grand Princess,0.0,0.0,N/A
2775,2020-02-28,Canada,Grand Princess,0.0,0.0,N/A
2776,2020-02-29,Canada,Grand Princess,0.0,0.0,N/A
2777,2020-03-01,Canada,Grand Princess,0.0,0.0,N/A
2778,2020-03-02,Canada,Grand Princess,0.0,0.0,N/A
2779,2020-03-03,Canada,Grand Princess,0.0,0.0,N/A
2780,2020-03-04,Canada,Grand Princess,0.0,0.0,N/A
2781,2020-03-05,Canada,Grand Princess,0.0,0.0,N/A
2782,2020-03-06,Canada,Grand Princess,0.0,0.0,N/A
2783,2020-03-07,Canada,Grand Princess,0.0,0.0,N/A
2784,2020-03-08,Canada,Grand Princess,0.0,0.0,N/A
2785,2020-03-09,Canada,Grand Princess,0.0,0.0,N/A
2786,2020-03-10,Canada,Grand Princess,0.0,0.0,N/A
2787,2020-03-11,Canada,Grand Princess,0.0,0.0,N/A
2788,2020-03-12,Canada,Grand Princess,0.0,0.0,N/A
2789,2020-03-13,Canada,Grand Princess,2.0,0.0,N/A
2790,2020-03-14,Canada,Grand Princess,0.0,0.0,N/A
2791,2020-03-15,Canada,Grand Princess,0.0,0.0,N/A
2792,2020-03-16,Canada,Grand Princess,0.0,0.0,N/A
2793,2020-03-17,Canada,Grand Princess,6.0,0.0,N/A
2794,2020-03-18,Canada,Grand Princess,1.0,0.0,N/A
2795,2020-03-19,Canada,Grand Princess,0.0,0.0,N/A
2796,2020-03-20,Canada,Grand Princess,1.0,0.0,N/A
2797,2020-03-21,Canada,Grand Princess,0.0,0.0,N/A
2798,2020-03-22,Canada,Grand Princess,3.0,0.0,N/A
2799,2020-03-23,Canada,Grand Princess,0.0,0.0,N/A
2800,2020-03-24,Canada,Grand Princess,0.0,0.0,N/A
2801,2020-03-25,Canada,Grand Princess,0.0,0.0,N/A
2802,2020-03-26,Canada,Grand Princess,0.0,0.0,N/A
2803,2020-03-27,Canada,Grand Princess,0.0,0.0,N/A
2804,2020-03-28,Canada,Grand Princess,0.0,0.0,N/A
2805,2020-03-29,Canada,Grand Princess,0.0,0.0,N/A
2806,2020-03-30,Canada,Grand Princess,0.0,0.0,N/A
2807,2020-03-31,Canada,Grand Princess,0.0,0.0,N/A
2808,2020-04-01,Canada,Grand Princess,0.0,0.0,N/A
2809,2020-04-02,Canada,Grand Princess,0.0,0.0,N/A
2810,2020-04-03,Canada,Grand Princess,0.0,0.0,N/A
2811,2020-04-04,Canada,Grand Princess,0.0,0.0,N/A
2812,2020-01-22,Canada,Manitoba,0.0,0.0,N/A
2813,2020-01-23,Canada,Manitoba,0.0,0.0,N/A
2814,2020-01-24,Canada,Manitoba,0.0,0.0,N/A
2815,2020-01-25,Canada,Manitoba,0.0,0.0,N/A
2816,2020-01-26,Canada,Manitoba,0.0,0.0,N/A
2817,2020-01-27,Canada,Manitoba,0.0,0.0,N/A
2818,2020-01-28,Canada,Manitoba,0.0,0.0,N/A
2819,2020-01-29,Canada,Manitoba,0.0,0.0,N/A
2820,2020-01-30,Canada,Manitoba,0.0,0.0,N/A
2821,2020-01-31,Canada,Manitoba,0.0,0.0,N/A
2822,2020-02-01,Canada,Manitoba,0.0,0.0,N/A
2823,2020-02-02,Canada,Manitoba,0.0,0.0,N/A
2824,2020-02-03,Canada,Manitoba,0.0,0.0,N/A
2825,2020-02-04,Canada,Manitoba,0.0,0.0,N/A
2826,2020-02-05,Canada,Manitoba,0.0,0.0,N/A
2827,2020-02-06,Canada,Manitoba,0.0,0.0,N/A
2828,2020-02-07,Canada,Manitoba,0.0,0.0,N/A
2829,2020-02-08,Canada,Manitoba,0.0,0.0,N/A
2830,2020-02-09,Canada,Manitoba,0.0,0.0,N/A
2831,2020-02-10,Canada,Manitoba,0.0,0.0,N/A
2832,2020-02-11,Canada,Manitoba,0.0,0.0,N/A
2833,2020-02-12,Canada,Manitoba,0.0,0.0,N/A
2834,2020-02-13,Canada,Manitoba,0.0,0.0,N/A
2835,2020-02-14,Canada,Manitoba,0.0,0.0,N/A
2836,2020-02-15,Canada,Manitoba,0.0,0.0,N/A
2837,2020-02-16,Canada,Manitoba,0.0,0.0,N/A
2838,2020-02-17,Canada,Manitoba,0.0,0.0,N/A
2839,2020-02-18,Canada,Manitoba,0.0,0.0,N/A
2840,2020-02-19,Canada,Manitoba,0.0,0.0,N/A
2841,2020-02-20,Canada,Manitoba,0.0,0.0,N/A
2842,2020-02-21,Canada,Manitoba,0.0,0.0,N/A
2843,2020-02-22,Canada,Manitoba,0.0,0.0,N/A
2844,2020-02-23,Canada,Manitoba,0.0,0.0,N/A
2845,2020-02-24,Canada,Manitoba,0.0,0.0,N/A
2846,2020-02-25,Canada,Manitoba,0.0,0.0,N/A
2847,2020-02-26,Canada,Manitoba,0.0,0.0,N/A
2848,2020-02-27,Canada,Manitoba,0.0,0.0,N/A
2849,2020-02-28,Canada,Manitoba,0.0,0.0,N/A
2850,2020-02-29,Canada,Manitoba,0.0,0.0,N/A
2851,2020-03-01,Canada,Manitoba,0.0,0.0,N/A
2852,2020-03-02,Canada,Manitoba,0.0,0.0,N/A
2853,2020-03-03,Canada,Manitoba,0.0,0.0,N/A
2854,2020-03-04,Canada,Manitoba,0.0,0.0,N/A
2855,2020-03-05,Canada,Manitoba,0.0,0.0,N/A
2856,2020-03-06,Canada,Manitoba,0.0,0.0,N/A
2857,2020-03-07,Canada,Manitoba,0.0,0.0,N/A
2858,2020-03-08,Canada,Manitoba,0.0,0.0,N/A
2859,2020-03-09,Canada,Manitoba,0.0,0.0,N/A
2860,2020-03-10,Canada,Manitoba,0.0,0.0,N/A
2861,2020-03-11,Canada,Manitoba,0.0,0.0,N/A
2862,2020-03-12,Canada,Manitoba,0.0,0.0,N/A
2863,2020-03-13,Canada,Manitoba,4.0,0.0,N/A
2864,2020-03-14,Canada,Manitoba,0.0,0.0,N/A
2865,2020-03-15,Canada,Manitoba,0.0,0.0,N/A
2866,2020-03-16,Canada,Manitoba,3.0,0.0,N/A
2867,2020-03-17,Canada,Manitoba,1.0,0.0,N/A
2868,2020-03-18,Canada,Manitoba,7.0,0.0,N/A
2869,2020-03-19,Canada,Manitoba,2.0,0.0,N/A
2870,2020-03-20,Canada,Manitoba,0.0,0.0,N/A
2871,2020-03-21,Canada,Manitoba,1.0,0.0,N/A
2872,2020-03-22,Canada,Manitoba,2.0,0.0,N/A
2873,2020-03-23,Canada,Manitoba,0.0,0.0,N/A
2874,2020-03-24,Canada,Manitoba,1.0,0.0,N/A
2875,2020-03-25,Canada,Manitoba,14.0,0.0,N/A
2876,2020-03-26,Canada,Manitoba,1.0,0.0,N/A
2877,2020-03-27,Canada,Manitoba,3.0,1.0,N/A
2878,2020-03-28,Canada,Manitoba,25.0,0.0,N/A
2879,2020-03-29,Canada,Manitoba,8.0,0.0,N/A
2880,2020-03-30,Canada,Manitoba,24.0,0.0,N/A
2881,2020-03-31,Canada,Manitoba,7.0,0.0,N/A
2882,2020-04-01,Canada,Manitoba,24.0,0.0,N/A
2883,2020-04-02,Canada,Manitoba,40.0,0.0,N/A
2884,2020-04-03,Canada,Manitoba,15.0,1.0,N/A
2885,2020-04-04,Canada,Manitoba,0.0,0.0,N/A
2886,2020-01-22,Canada,New Brunswick,0.0,0.0,N/A
2887,2020-01-23,Canada,New Brunswick,0.0,0.0,N/A
2888,2020-01-24,Canada,New Brunswick,0.0,0.0,N/A
2889,2020-01-25,Canada,New Brunswick,0.0,0.0,N/A
2890,2020-01-26,Canada,New Brunswick,0.0,0.0,N/A
2891,2020-01-27,Canada,New Brunswick,0.0,0.0,N/A
2892,2020-01-28,Canada,New Brunswick,0.0,0.0,N/A
2893,2020-01-29,Canada,New Brunswick,0.0,0.0,N/A
2894,2020-01-30,Canada,New Brunswick,0.0,0.0,N/A
2895,2020-01-31,Canada,New Brunswick,0.0,0.0,N/A
2896,2020-02-01,Canada,New Brunswick,0.0,0.0,N/A
2897,2020-02-02,Canada,New Brunswick,0.0,0.0,N/A
2898,2020-02-03,Canada,New Brunswick,0.0,0.0,N/A
2899,2020-02-04,Canada,New Brunswick,0.0,0.0,N/A
2900,2020-02-05,Canada,New Brunswick,0.0,0.0,N/A
2901,2020-02-06,Canada,New Brunswick,0.0,0.0,N/A
2902,2020-02-07,Canada,New Brunswick,0.0,0.0,N/A
2903,2020-02-08,Canada,New Brunswick,0.0,0.0,N/A
2904,2020-02-09,Canada,New Brunswick,0.0,0.0,N/A
2905,2020-02-10,Canada,New Brunswick,0.0,0.0,N/A
2906,2020-02-11,Canada,New Brunswick,0.0,0.0,N/A
2907,2020-02-12,Canada,New Brunswick,0.0,0.0,N/A
2908,2020-02-13,Canada,New Brunswick,0.0,0.0,N/A
2909,2020-02-14,Canada,New Brunswick,0.0,0.0,N/A
2910,2020-02-15,Canada,New Brunswick,0.0,0.0,N/A
2911,2020-02-16,Canada,New Brunswick,0.0,0.0,N/A
2912,2020-02-17,Canada,New Brunswick,0.0,0.0,N/A
2913,2020-02-18,Canada,New Brunswick,0.0,0.0,N/A
2914,2020-02-19,Canada,New Brunswick,0.0,0.0,N/A
2915,2020-02-20,Canada,New Brunswick,0.0,0.0,N/A
2916,2020-02-21,Canada,New Brunswick,0.0,0.0,N/A
2917,2020-02-22,Canada,New Brunswick,0.0,0.0,N/A
2918,2020-02-23,Canada,New Brunswick,0.0,0.0,N/A
2919,2020-02-24,Canada,New Brunswick,0.0,0.0,N/A
2920,2020-02-25,Canada,New Brunswick,0.0,0.0,N/A
2921,2020-02-26,Canada,New Brunswick,0.0,0.0,N/A
2922,2020-02-27,Canada,New Brunswick,0.0,0.0,N/A
2923,2020-02-28,Canada,New Brunswick,0.0,0.0,N/A
2924,2020-02-29,Canada,New Brunswick,0.0,0.0,N/A
2925,2020-03-01,Canada,New Brunswick,0.0,0.0,N/A
2926,2020-03-02,Canada,New Brunswick,0.0,0.0,N/A
2927,2020-03-03,Canada,New Brunswick,0.0,0.0,N/A
2928,2020-03-04,Canada,New Brunswick,0.0,0.0,N/A
2929,2020-03-05,Canada,New Brunswick,0.0,0.0,N/A
2930,2020-03-06,Canada,New Brunswick,0.0,0.0,N/A
2931,2020-03-07,Canada,New Brunswick,0.0,0.0,N/A
2932,2020-03-08,Canada,New Brunswick,0.0,0.0,N/A
2933,2020-03-09,Canada,New Brunswick,0.0,0.0,N/A
2934,2020-03-10,Canada,New Brunswick,0.0,0.0,N/A
2935,2020-03-11,Canada,New Brunswick,1.0,0.0,N/A
2936,2020-03-12,Canada,New Brunswick,0.0,0.0,N/A
2937,2020-03-13,Canada,New Brunswick,0.0,0.0,N/A
2938,2020-03-14,Canada,New Brunswick,0.0,0.0,N/A
2939,2020-03-15,Canada,New Brunswick,1.0,0.0,N/A
2940,2020-03-16,Canada,New Brunswick,4.0,0.0,N/A
2941,2020-03-17,Canada,New Brunswick,2.0,0.0,N/A
2942,2020-03-18,Canada,New Brunswick,3.0,0.0,N/A
2943,2020-03-19,Canada,New Brunswick,0.0,0.0,N/A
2944,2020-03-20,Canada,New Brunswick,0.0,0.0,N/A
2945,2020-03-21,Canada,New Brunswick,6.0,0.0,N/A
2946,2020-03-22,Canada,New Brunswick,0.0,0.0,N/A
2947,2020-03-23,Canada,New Brunswick,0.0,0.0,N/A
2948,2020-03-24,Canada,New Brunswick,1.0,0.0,N/A
2949,2020-03-25,Canada,New Brunswick,0.0,0.0,N/A
2950,2020-03-26,Canada,New Brunswick,15.0,0.0,N/A
2951,2020-03-27,Canada,New Brunswick,12.0,0.0,N/A
2952,2020-03-28,Canada,New Brunswick,6.0,0.0,N/A
2953,2020-03-29,Canada,New Brunswick,15.0,0.0,N/A
2954,2020-03-30,Canada,New Brunswick,2.0,0.0,N/A
2955,2020-03-31,Canada,New Brunswick,2.0,0.0,N/A
2956,2020-04-01,Canada,New Brunswick,11.0,0.0,N/A
2957,2020-04-02,Canada,New Brunswick,10.0,0.0,N/A
2958,2020-04-03,Canada,New Brunswick,0.0,0.0,N/A
2959,2020-04-04,Canada,New Brunswick,0.0,0.0,N/A
2960,2020-01-22,Canada,Newfoundland and Labrador,0.0,0.0,N/A
2961,2020-01-23,Canada,Newfoundland and Labrador,0.0,0.0,N/A
2962,2020-01-24,Canada,Newfoundland and Labrador,0.0,0.0,N/A
2963,2020-01-25,Canada,Newfoundland and Labrador,0.0,0.0,N/A
2964,2020-01-26,Canada,Newfoundland and Labrador,0.0,0.0,N/A
2965,2020-01-27,Canada,Newfoundland and Labrador,0.0,0.0,N/A
2966,2020-01-28,Canada,Newfoundland and Labrador,0.0,0.0,N/A
2967,2020-01-29,Canada,Newfoundland and Labrador,0.0,0.0,N/A
2968,2020-01-30,Canada,Newfoundland and Labrador,0.0,0.0,N/A
2969,2020-01-31,Canada,Newfoundland and Labrador,0.0,0.0,N/A
2970,2020-02-01,Canada,Newfoundland and Labrador,0.0,0.0,N/A
2971,2020-02-02,Canada,Newfoundland and Labrador,0.0,0.0,N/A
2972,2020-02-03,Canada,Newfoundland and Labrador,0.0,0.0,N/A
2973,2020-02-04,Canada,Newfoundland and Labrador,0.0,0.0,N/A
2974,2020-02-05,Canada,Newfoundland and Labrador,0.0,0.0,N/A
2975,2020-02-06,Canada,Newfoundland and Labrador,0.0,0.0,N/A
2976,2020-02-07,Canada,Newfoundland and Labrador,0.0,0.0,N/A
2977,2020-02-08,Canada,Newfoundland and Labrador,0.0,0.0,N/A
2978,2020-02-09,Canada,Newfoundland and Labrador,0.0,0.0,N/A
2979,2020-02-10,Canada,Newfoundland and Labrador,0.0,0.0,N/A
2980,2020-02-11,Canada,Newfoundland and Labrador,0.0,0.0,N/A
2981,2020-02-12,Canada,Newfoundland and Labrador,0.0,0.0,N/A
2982,2020-02-13,Canada,Newfoundland and Labrador,0.0,0.0,N/A
2983,2020-02-14,Canada,Newfoundland and Labrador,0.0,0.0,N/A
2984,2020-02-15,Canada,Newfoundland and Labrador,0.0,0.0,N/A
2985,2020-02-16,Canada,Newfoundland and Labrador,0.0,0.0,N/A
2986,2020-02-17,Canada,Newfoundland and Labrador,0.0,0.0,N/A
2987,2020-02-18,Canada,Newfoundland and Labrador,0.0,0.0,N/A
2988,2020-02-19,Canada,Newfoundland and Labrador,0.0,0.0,N/A
2989,2020-02-20,Canada,Newfoundland and Labrador,0.0,0.0,N/A
2990,2020-02-21,Canada,Newfoundland and Labrador,0.0,0.0,N/A
2991,2020-02-22,Canada,Newfoundland and Labrador,0.0,0.0,N/A
2992,2020-02-23,Canada,Newfoundland and Labrador,0.0,0.0,N/A
2993,2020-02-24,Canada,Newfoundland and Labrador,0.0,0.0,N/A
2994,2020-02-25,Canada,Newfoundland and Labrador,0.0,0.0,N/A
2995,2020-02-26,Canada,Newfoundland and Labrador,0.0,0.0,N/A
2996,2020-02-27,Canada,Newfoundland and Labrador,0.0,0.0,N/A
2997,2020-02-28,Canada,Newfoundland and Labrador,0.0,0.0,N/A
2998,2020-02-29,Canada,Newfoundland and Labrador,0.0,0.0,N/A
2999,2020-03-01,Canada,Newfoundland and Labrador,0.0,0.0,N/A
3000,2020-03-02,Canada,Newfoundland and Labrador,0.0,0.0,N/A
3001,2020-03-03,Canada,Newfoundland and Labrador,0.0,0.0,N/A
3002,2020-03-04,Canada,Newfoundland and Labrador,0.0,0.0,N/A
3003,2020-03-05,Canada,Newfoundland and Labrador,0.0,0.0,N/A
3004,2020-03-06,Canada,Newfoundland and Labrador,0.0,0.0,N/A
3005,2020-03-07,Canada,Newfoundland and Labrador,0.0,0.0,N/A
3006,2020-03-08,Canada,Newfoundland and Labrador,0.0,0.0,N/A
3007,2020-03-09,Canada,Newfoundland and Labrador,0.0,0.0,N/A
3008,2020-03-10,Canada,Newfoundland and Labrador,0.0,0.0,N/A
3009,2020-03-11,Canada,Newfoundland and Labrador,0.0,0.0,N/A
3010,2020-03-12,Canada,Newfoundland and Labrador,0.0,0.0,N/A
3011,2020-03-13,Canada,Newfoundland and Labrador,0.0,0.0,N/A
3012,2020-03-14,Canada,Newfoundland and Labrador,0.0,0.0,N/A
3013,2020-03-15,Canada,Newfoundland and Labrador,1.0,0.0,N/A
3014,2020-03-16,Canada,Newfoundland and Labrador,0.0,0.0,N/A
3015,2020-03-17,Canada,Newfoundland and Labrador,2.0,0.0,N/A
3016,2020-03-18,Canada,Newfoundland and Labrador,0.0,0.0,N/A
3017,2020-03-19,Canada,Newfoundland and Labrador,0.0,0.0,N/A
3018,2020-03-20,Canada,Newfoundland and Labrador,1.0,0.0,N/A
3019,2020-03-21,Canada,Newfoundland and Labrador,2.0,0.0,N/A
3020,2020-03-22,Canada,Newfoundland and Labrador,3.0,0.0,N/A
3021,2020-03-23,Canada,Newfoundland and Labrador,15.0,0.0,N/A
3022,2020-03-24,Canada,Newfoundland and Labrador,11.0,0.0,N/A
3023,2020-03-25,Canada,Newfoundland and Labrador,0.0,0.0,N/A
3024,2020-03-26,Canada,Newfoundland and Labrador,47.0,0.0,N/A
3025,2020-03-27,Canada,Newfoundland and Labrador,20.0,0.0,N/A
3026,2020-03-28,Canada,Newfoundland and Labrador,18.0,0.0,N/A
3027,2020-03-29,Canada,Newfoundland and Labrador,15.0,0.0,N/A
3028,2020-03-30,Canada,Newfoundland and Labrador,13.0,1.0,N/A
3029,2020-03-31,Canada,Newfoundland and Labrador,4.0,0.0,N/A
3030,2020-04-01,Canada,Newfoundland and Labrador,23.0,0.0,N/A
3031,2020-04-02,Canada,Newfoundland and Labrador,8.0,0.0,N/A
3032,2020-04-03,Canada,Newfoundland and Labrador,12.0,0.0,N/A
3033,2020-04-04,Canada,Newfoundland and Labrador,0.0,0.0,N/A
3034,2020-01-22,Canada,Nova Scotia,0.0,0.0,N/A
3035,2020-01-23,Canada,Nova Scotia,0.0,0.0,N/A
3036,2020-01-24,Canada,Nova Scotia,0.0,0.0,N/A
3037,2020-01-25,Canada,Nova Scotia,0.0,0.0,N/A
3038,2020-01-26,Canada,Nova Scotia,0.0,0.0,N/A
3039,2020-01-27,Canada,Nova Scotia,0.0,0.0,N/A
3040,2020-01-28,Canada,Nova Scotia,0.0,0.0,N/A
3041,2020-01-29,Canada,Nova Scotia,0.0,0.0,N/A
3042,2020-01-30,Canada,Nova Scotia,0.0,0.0,N/A
3043,2020-01-31,Canada,Nova Scotia,0.0,0.0,N/A
3044,2020-02-01,Canada,Nova Scotia,0.0,0.0,N/A
3045,2020-02-02,Canada,Nova Scotia,0.0,0.0,N/A
3046,2020-02-03,Canada,Nova Scotia,0.0,0.0,N/A
3047,2020-02-04,Canada,Nova Scotia,0.0,0.0,N/A
3048,2020-02-05,Canada,Nova Scotia,0.0,0.0,N/A
3049,2020-02-06,Canada,Nova Scotia,0.0,0.0,N/A
3050,2020-02-07,Canada,Nova Scotia,0.0,0.0,N/A
3051,2020-02-08,Canada,Nova Scotia,0.0,0.0,N/A
3052,2020-02-09,Canada,Nova Scotia,0.0,0.0,N/A
3053,2020-02-10,Canada,Nova Scotia,0.0,0.0,N/A
3054,2020-02-11,Canada,Nova Scotia,0.0,0.0,N/A
3055,2020-02-12,Canada,Nova Scotia,0.0,0.0,N/A
3056,2020-02-13,Canada,Nova Scotia,0.0,0.0,N/A
3057,2020-02-14,Canada,Nova Scotia,0.0,0.0,N/A
3058,2020-02-15,Canada,Nova Scotia,0.0,0.0,N/A
3059,2020-02-16,Canada,Nova Scotia,0.0,0.0,N/A
3060,2020-02-17,Canada,Nova Scotia,0.0,0.0,N/A
3061,2020-02-18,Canada,Nova Scotia,0.0,0.0,N/A
3062,2020-02-19,Canada,Nova Scotia,0.0,0.0,N/A
3063,2020-02-20,Canada,Nova Scotia,0.0,0.0,N/A
3064,2020-02-21,Canada,Nova Scotia,0.0,0.0,N/A
3065,2020-02-22,Canada,Nova Scotia,0.0,0.0,N/A
3066,2020-02-23,Canada,Nova Scotia,0.0,0.0,N/A
3067,2020-02-24,Canada,Nova Scotia,0.0,0.0,N/A
3068,2020-02-25,Canada,Nova Scotia,0.0,0.0,N/A
3069,2020-02-26,Canada,Nova Scotia,0.0,0.0,N/A
3070,2020-02-27,Canada,Nova Scotia,0.0,0.0,N/A
3071,2020-02-28,Canada,Nova Scotia,0.0,0.0,N/A
3072,2020-02-29,Canada,Nova Scotia,0.0,0.0,N/A
3073,2020-03-01,Canada,Nova Scotia,0.0,0.0,N/A
3074,2020-03-02,Canada,Nova Scotia,0.0,0.0,N/A
3075,2020-03-03,Canada,Nova Scotia,0.0,0.0,N/A
3076,2020-03-04,Canada,Nova Scotia,0.0,0.0,N/A
3077,2020-03-05,Canada,Nova Scotia,0.0,0.0,N/A
3078,2020-03-06,Canada,Nova Scotia,0.0,0.0,N/A
3079,2020-03-07,Canada,Nova Scotia,0.0,0.0,N/A
3080,2020-03-08,Canada,Nova Scotia,0.0,0.0,N/A
3081,2020-03-09,Canada,Nova Scotia,0.0,0.0,N/A
3082,2020-03-10,Canada,Nova Scotia,0.0,0.0,N/A
3083,2020-03-11,Canada,Nova Scotia,0.0,0.0,N/A
3084,2020-03-12,Canada,Nova Scotia,0.0,0.0,N/A
3085,2020-03-13,Canada,Nova Scotia,0.0,0.0,N/A
3086,2020-03-14,Canada,Nova Scotia,0.0,0.0,N/A
3087,2020-03-15,Canada,Nova Scotia,0.0,0.0,N/A
3088,2020-03-16,Canada,Nova Scotia,5.0,0.0,N/A
3089,2020-03-17,Canada,Nova Scotia,2.0,0.0,N/A
3090,2020-03-18,Canada,Nova Scotia,5.0,0.0,N/A
3091,2020-03-19,Canada,Nova Scotia,2.0,0.0,N/A
3092,2020-03-20,Canada,Nova Scotia,1.0,0.0,N/A
3093,2020-03-21,Canada,Nova Scotia,6.0,0.0,N/A
3094,2020-03-22,Canada,Nova Scotia,7.0,0.0,N/A
3095,2020-03-23,Canada,Nova Scotia,13.0,0.0,N/A
3096,2020-03-24,Canada,Nova Scotia,10.0,0.0,N/A
3097,2020-03-25,Canada,Nova Scotia,17.0,0.0,N/A
3098,2020-03-26,Canada,Nova Scotia,5.0,0.0,N/A
3099,2020-03-27,Canada,Nova Scotia,17.0,0.0,N/A
3100,2020-03-28,Canada,Nova Scotia,20.0,0.0,N/A
3101,2020-03-29,Canada,Nova Scotia,12.0,0.0,N/A
3102,2020-03-30,Canada,Nova Scotia,5.0,0.0,N/A
3103,2020-03-31,Canada,Nova Scotia,20.0,0.0,N/A
3104,2020-04-01,Canada,Nova Scotia,26.0,0.0,N/A
3105,2020-04-02,Canada,Nova Scotia,20.0,0.0,N/A
3106,2020-04-03,Canada,Nova Scotia,14.0,0.0,N/A
3107,2020-04-04,Canada,Nova Scotia,29.0,0.0,N/A
3108,2020-01-22,Canada,Ontario,0.0,0.0,N/A
3109,2020-01-23,Canada,Ontario,0.0,0.0,N/A
3110,2020-01-24,Canada,Ontario,0.0,0.0,N/A
3111,2020-01-25,Canada,Ontario,0.0,0.0,N/A
3112,2020-01-26,Canada,Ontario,1.0,0.0,N/A
3113,2020-01-27,Canada,Ontario,0.0,0.0,N/A
3114,2020-01-28,Canada,Ontario,0.0,0.0,N/A
3115,2020-01-29,Canada,Ontario,0.0,0.0,N/A
3116,2020-01-30,Canada,Ontario,0.0,0.0,N/A
3117,2020-01-31,Canada,Ontario,2.0,0.0,N/A
3118,2020-02-01,Canada,Ontario,0.0,0.0,N/A
3119,2020-02-02,Canada,Ontario,0.0,0.0,N/A
3120,2020-02-03,Canada,Ontario,0.0,0.0,N/A
